artist_name,track_name,release_date,genre,lyrics
pepper,bones,2016,reggae,say bonecrunching mayhem funk caroon tune call brother cause chili pepper spine ruffle feather piss spin disk night want radio play
the ethiopians,the whip,2004,reggae,neck color asians africans ethiopians isit freshly snip hear young flip yeah nigga loot yeah baby push coupe yeah nigga showin platinum tooth play homey shoot yeah baby young backi yeah nigga cadillacs pump back glass cloverlandknow sayin know baby mama wanna ride cause shakin mannie fresh beat muhfuckerhigh muhfucker roll chain ice belt buckle grind watch time latecause blow weight doin show upstate tryna leave twentydeep trippin bring crew heat packin little clover home lean screw home whip chrome thronehell chillin gettin dough thirty lettin fuck team lettin know cost fivehundred regular cop pull nigga cause jealous twelvehundred smell grab sweet roll upcoughingget drink pour come know desert eagle come holster come showferdamn dope shinin shit come grindin yellow diamonds like stick dogg hear paper stick money shut fuck dummy hard go large pay come club chill chick braid hairplus grill fuck house cause shit lake like jigga onetake wieght gun flip know yeah niggas need step game clover motherfuckin build dogg build dredd build willlean chemist build black capone build deal build motherfuckin build doin motherfuckin shasta build dollar build gettin money nigga streets flip motherfuckin flipperachi hahaha
the movement,loud enough,2018,reggae,turn cast eye outwards world learn sure live life take live life hypocrite admit say true person guess know cliché leave smoke drive away delay gotta today condition gotta today ones hold today choose mission turn know get younger feel disillusion long sure answer time allow know time today thing sure answer wait knock door years past colour fast instead search mast delay gotta today condition gotta today ones hold today choose mission yeah gotta today condition gotta today ones hold today choose mission know move improve screen book know flight fall voice small shout loud seize moment gotta today ones hold today choose mission
stitchie,i stand,2000,reggae,special retard seasonal pothead better shread rhyme spread word like good time follow signsand hook evrything like detective crime word determine servant dont urgent stand snitchies stabers potray serpant traitor regard insurgent neighbor strangers lifes game players dont hate game hate player gotta shoot picture image dont walk sword walk cross dont follow laws flawless gorgeous fortress susceptible compatible edible hook bitchies talk niggas hate niggah hate bitch nigga spectate snitch nigga spectate say bitchies talk niggas hate niggah hate bitch nigga spectate snitch nigga spectate lie bullshit hypocrite talk shit outfit dont afford differently wire code decipher stand understand prepare lyrical galore meet today person year dont change anybody personal listen hear come near talk lips move hear thing speak louder dont mumble oops burst bubble life struggle dont light tunnel long ball gonna brick wall hook
mungo's hi fi,herbalist,2008,reggae,mind universe heaven hell hell heaven burn heaven hell today choices life death offer desire sentence death today choice hell heaven hell heaven hell heaven hell life death sentence burn burn death blaze heaven hell heaven hell heaven hell heaven hell life death heaven hell heaven hell lord remember come kingdom today paradise heaven hell heaven hell heaven hell life death heaven heaven heaven hell hell hell death death death heaven heaven heaven hell hell hell sentence sentence sentence believe creed profess church church know mind church
ub40,burden of shame,1980,reggae,murder account bloody deeds criminal act children shoulder blame british subject proud burden shame repeat nation follow blindness stop question money support army soweto die british subject proud burden shame repeat ignore forever cry african soldier hand trigger point british subject proud burden shame repeat
toots & the maytals,it was written down,2002,reggae,write prophets write grind write prophets write grind heart eternity come sing song sing song father send warn nation write creation father send warn nation write creation heart eternity come sing song sing song
311,paradise,1993,reggae,come thing rest assure come deed shortcut self defeat mean clean reach reward receive take time deep dream veil realm shadow think feel real time tribe feel vibe thrive fear death fear life forget version paradise forget version paradise come devil favor return money drink rid free afraid say mind stricken wear heart sleeveless kickin favorite city pity enemy begin history give rid free begin radiant energy music need sanity fear evolution stand musical revolution follow stop cause breathe live whine bitch switch like honest
sticky fingers,velvet skies,2014,reggae,come yeah alright baby music boys see light run turn race prize lie taste disguise peaceful high beneath feet picture frame live fight see take recite implication heart steal common curse best dress hyper minute dream bone sleep stir drop mind till stir drop mind yeah away break everlasting okay push right breathe mental motion tell trouble waste humble take rumble face brothers care taste fade pain away dream bone sleep stir drop mind till stir drop mind dream bone sleep stir drop mind till stir drop mind mind mind mind
jesse royal,finally,2015,reggae,finally dread smoke peace haffi fence police wait pray hop days like finally dread smoke peace haffi fence police wait pray hop days like memba haffi stuff shoe neva mama news holy sacrament truly change view draw inspiration ooze marijuana plant plant forget cant moderate want rebel rebel babylon scheme plot finally dread smoke peace haffi affi police wait pray hop days like finally dread smoke peace haffi affi police wait pray hop days like wrap draw commissioner minister wrap draw doctor anotha lawyer cause finally dread smoke peace haffi police wait pray hop days like finally dread smoke peace haffi affi police tosh wait pray hop days like sensimillia indica sativa dream weavers remove veil eye sensimillia indica sativa dream weavers remove veil eye rise finally dread smoke peace haffi police wait pray hop days like finally dread smoke peace haffi affi police killa milla wait pray days like
beres hammond,i'm alive,2018,reggae,whoiie lalalala irie irie gonna lift voice praise gonna shout sing loud morning prayer thank father declare right away alive alive money bank rent thank know alive yeah alive rain feel father tear fall thank extent morning prayer thank father declare right away alive alive money bank rent thank know alive alive yeah walk fear doubt sleep little worry know danger yeaheh pray dear father near morning prayer thank father declare right away alive alive money bank rent thank know alive alive challenge open mind design know falter time grow grow teach learn youth little know truth yeaheh morning prayer thank father declare right away alive alive money bank rent thank know alive yeah alive yeah alive yeah alive yeah hahah yeaheh alive yeah fine alive beat alive alive yeah hahah yeaheh alive yeah
bounty killer,down in the ghetto,1994,reggae,ghetto poor thing politicians bring crack coke support kill check thing ghetto poor thing politicians bring crack coke support kill check thing pocket weak heart will want pound shill chicken chicken turn leave right gunshot fling wicked song sing hear queen hear kings world local foreign black white prejudice skin hear wong chin kill good bring feel till cold bump skin head start hurt eye spin ghetto poor thing politicians bring crack coke support kill check gun crack blame import gun cocaine innaculate ghetto youths brain mobilize bloodsport game want haffi kill wicked kill mother wickedest want respect long like train better shoot fall like rain haffi foot concord plane better sell kilo cocaine ghetto poor thing politicians bring crack coke support kill check
mikey dread,sunday school,1983,reggae,better word come listen listen cause baby cause cause oooh lemme clear motherfuckin greatest play shit daily basis famous playlist go hiatus wait statement latest blatant native yeah debate stick script stick shit kick flip start conflict run wanna rip suggest quit snipsnip fuck artists come tryna start shit target turn carcass tarnish retard wipe blood brand carpet darkest market get start bitch heartless sick people talk like equal watch away like eagle peaceful evil rhyme lethal fuckin illegal leave people fetal position fill ambition welcome sunday school welcome sunday school different assume welcome sunday school okay check wrist kors piss afford miss throw overboard dead whack shore build aggression talk talk time question impression grind life fight night decline invite normal life sight despite height cause fright heart darker night history rewrite fuck polite smite bite send fly like kite excite upright strive bitch flow nice tonights night start strike tonights night like watch wipe hype light snipe hike little bitch lose trust little snitch disgust lynch discuss piss shit like fuckin snake hear hiss talk fuckin burn like furnace welcome sunday school welcome sunday school different assume welcome sunday school
culture,behold,1978,reggae,travel mountains suddenly hear voice come behold come come quickly accord work know voice voice high know voice voice high say behold behold come quickly hear behold behold come quickly world like mirror reflect face smile smile right unto days ears longer know voice voice high know voice voice high say behold behold come quickly hear behold behold come quickly language shall hear behold behold come quickly speak jews gentiles behold behold come quickly rag time behold behold come quickly dont sell soul money behold behold behold behold come quickly
masicka,changes,2018,reggae,know come yeah know road come yeah promise tomorrow know come yeah change change talk bout change life jump plane like complain alright change life pain eye pocket dead face rise want unno tell talk bout change life hitch studio everyday finger play player hate dream haffi stay awake loyalty thing bredda slay snake share plate hero place wear cape fuck change fake hide gwan like great bare debate general pussy clear gate bimmer pull lady gate topponas barely scrape true change life jump plane like complain alright change life pain eye pocket dead face rise want unno tell talk bout change life want go strap thing read psalm prayers safe calm heap millions palm genahsyde streets fool form poverty yute bear genah tell yute strong change life jump plane like complain alright change life pain eye pocket dead face rise want unno tell talk bout change life change change change life change change change life change change change life change change change life change life jump plane like complain alright change life pain eye pocket dead face rise want unno tell talk bout change life change life jump plane like complain alright change life
alborosie,natural mystic [feat. ky-mani marley],2008,reggae,hold meditation stand reverence babylon press trigga rasta jump fence dead catch mental pestilence cross rifle ultimate defence high neva build earth pastor pray purify action church curse nevamore shall dash think dirt trumpet suffer natural mystic blowin natural mystic blowin trumpet watch wicked dreadful drownin glass judgement lick race social class armageddon control come past natural mystic blowin natural mystic blowin comin cold marchin light people stop tension dream unite natural mystic feel feel simply mean time neva care child messenger keepa secret game prophecy legacy bible soul bless chantin worl natural mystic blowin natural mystic blowin
tanya stephens,man fi rule,1998,reggae,long hand wheel cash hand come long progressive plan cause caan grand asylum navigator drink suck suck canei baby cham cause haffi dear rude girl slam haffi choppa caan nuff wife like face cause spend pocket safe skill foot dung waist hold tight later haffi place mind share onie cause money scarce beat round bush cause tree grow face haffi choppa caan british crew money know nuff caan bless oney caan oonu bug lexus thats haffi respect roes crew world stop respect rude girl like lady terror lady lady dapper haffi talk proper haffi choppa dictionary choppa money grand thousand dollars dear expensive caan
bunny wailer,fighting against conviction,1976,reggae,batter sentence fight conviction batter sentence fight conviction grow environment find food hard pay rent trodding roads trial tribulations see die desperation batter sentence fight conviction batter sentence fight conviction family raise ghetto ghetto ghetto hustle education know grow crop concrete jungle situation like get hard handle batter sentence fight conviction batter sentence long fight conviction pregnant woman kid care cool heel skillful jailerman bind pray come shall free batter sentence fight conviction batter sentence live long fight conviction trap catch take judge angry jury plead afford dungeon stay free kid batter sentence fight conviction batter sentence live long fight conviction fugitive large destiny care wellfare family solitude secure mind soul soon weary couldn batter sentence live long fight conviction children hear batter sentence long fight conviction hear sing song
los pericos,monkey man,1998,reggae,flea peanut monkey friends junkies true cold italian pizza lemon squeezer bite toss sherat babe monkey monkey woman bite boar gouge gore pull sack break egg unmake messianic trifle satanic play blue monkey monkey woman
the tennors,ride your donkey,1968,reggae,little laddie daddy buy fiddle tune play tune play ride donkey gallop donkey deep heart daddy know smart cause tune play tune play ride donkey gallop donkey
michael franti & spearhead,u can't sing r song,1997,reggae,artist spearhead album chocolate superhighway song sing song remember days love subtle ways remember go hear favorite song radio smile sing sing song lover sing song dancin dark long kiss summer wish york dirty color people time pick late night roll hooptie boulevard bumpin bass roll like superstars kill softly whisper come dear play songs yesteryear slow jammer night programmer time undress pajama slammer antenna pick songs belong like bird feather like heatwave scratchy forever blind blind take grant dope shit mistake lovin captivity like ghetto boys think mind play trick want know like sing like queen soul secrets heart couldn know want
garnett silk,hello africa,1993,reggae,mama africa mama africa come home come home hello mama africa feel fine fine hello mama africa hear word grey turn blue grey turn blue say word know care oceans away memories flash mind think make time hello mama africa feel fine fine hello mama africa hear word grey turn blue worry long sweet paradise come soon wrong hello mama africa feel fine fine hello mama africa hear word grey turn blue grey turn blue sweetest things golden wind blow fresh vegetation come earth mama africa know life hello mama africa feel fine fine hello mama africa hear word grey turn blue grey turn blue mama africa hello mama
don drummond,coolie boy,1965,reggae,getit ifyall bitch want dont care thats woman basic bitch leavin comment feelin like green feelin like pimp somethin puttin hole corner pimpin somethin bedda cool game jack jumpin pharrell thang scenes frontin yayo pumpin piston guard talkin imma drummond jews droppin wrist second hitler comin think somethin imma need couple stention cord pluggin breakfast shell couple dozen scoop bitch like eazy rider cube like easy story action figgaz nigga buzzin bakin dont oven treat somethin like kegger tell chuggin spyder bitch pasenger neva buggin download lyft uber inta fuckin eye thuggin thats cuffin nothin tuff talkin pokerface know bluffin ridin hood tell huff puffin embombin fludin look like stuff temptation ruffin fake blowin kiss huggin migos pressin buddens prolly lean robotiussin ahhh shoutout cousins feel like bumblebee buzzin fuck date treat like nothin snap shit mite public rappin chick deal bitch studdin cent buck banksgots thems unit money move care maneuver ride like people movers niggas bout shit nigga manure treat like roblox bring block set roadblocks dont stop oven stave ohhhhhh treat like roblox block dont wanna slide slide wanna nigga bless nigga choo choo roblox lamborghini ride
l'entourloop,delight for old chicken,2015,reggae,need feel fear want forget road keep move cloud cloud unreal guess home want direct night exit light complete travel hearts divide throne forget friction line bump highway song complete sign turn right want direct night want direct light purest form life days come cannon time days come purest form life days come cannon time days come days come days come days come
dezarie,sing out,2002,reggae,wowowoy wowowoy wowowoy wowowoy sing people slave blood vein feel pain sing people slave blood vein feel pain hear cry beg spare live end die regardless try know blood flow people great mighty hate despise kill able black solid foundation destroy powerful nation race avoid begin earth heaven
gregory isaacs,rock away,1976,reggae,baby baby soul yeah come heart desire feel grow cold cause like story tell yeah baby wonder away turn wonder goin baby leave leave leave yeah cause life say baby yeah yeah
barrington levy,black roses,1998,reggae,garden yeah black black roses garden care water care water travelin world yeah see black garden garden special yeah black black roses garden yeah black black roses garden black black roses garden black black roses garden care water earth cool yeah cause special garden black black roses gaaaaaaaarden black black roses garden black black roses garden black black roses garden sure sure water water best cause garden special like black roses garden black black roses water garden nice special special garden black black roses garden sure sure sure stay good care roses cause cause special garden garden special black black roses bloom garden
john holt,i'm the one to blame,1994,reggae,coljes hollywood street guide tonight boulevard beat gonna meet hustlers wanta score ride tour life hard nothin like boulevard boulevard break dream dancer lightnin dollars gstring dream bouncer write book gotta muscle drunks line life hard piano playin barrellhouse blue say style comin believe true actress tell johns see guess life hard wonderin blame hollywood name lure cities towns curtain shoutin come life hard
aaron kamm and the one drops,dont say,2008,reggae,sing great learn fuck vision late early push pull little high fall spend twice hat ones fuck heavy world golden wrong know song underdog conference yell ball pick pressure expect yeah size line miss like chamber starks dream couch surf drive girl heel go houselooking bigger plan learn jigga need fuck businessman joke sway yeah knock knock label drop bucket water snooze write slap kazoos listen album pick song blow better tryna tryna converse second reference test label drop look dumber christmas point finger listen better text wire fund sweater dada come flame emoji iron sheik say best lame jabroni guy friends come aloney cosign pop blame homies ones quit music slap shit tell radio rock denim outfit look like jacket dubai dude know orange school high like wasn bend word hallelujah bump single yell kama sutra dream bigger barracudas raise homies fuck hungry guess lately crazy act funny cause think call mama take doctor think midget motherfucking random fact everyday practice everyday practice yeah rap perfect tryna prove kid cause lose fuck bennington inside head dark thoughts like black shout root shout sway bruh like soul
the tennors,i want everything,1968,reggae,soon pay yeah swear swear soon pay flip ways change swear swear money money money money change dream guap stack crew ride top slide shoe problem dues childhood wasn pretty block like tryna post tryna plenty pennies grow tell see rappers news trappers look fresh tennis shoe like want somebody tell start tryna rise interfere money clear watch problems disappear money money money money money money money money change look finally deal dream advance hand cheese grey lake money green fake act funny catch need break broker give stock tip watch kill high cockpit expensive taste cheap thrill humble meek girl ride free home twice refill yeah sweet deal gotta plane away soar lam come cash upgrade mogul class wwait wwait wwait wwait soon pay yeah swear swear soon pay flip ways change swear swear money money money money change house couple broads spouse money count deal feel satisfy pocket fatter desire gratify yeah climb ladder tire paparazzi alibi dollars wallet finna burst money problems work miss feel start lurk know pursue cause finally pay finally pay
dennis brown,going to a ball,1970,reggae,promise land go promise land promise land gosh promise land imagine ghana like california sunset boulevard johannesburg miami somalia like york pretty light nuffest pretty year african time square lockoff imagine lagos like vegas ballers ball angola like pure plane bush garden mali chicago magic kingdom egypt philadelphia sudan congo like colorado fort gabon people live morocco like state oregon algeria warmer arizona bring lotion early morning class yoga beach senegal ethiopia capital congression belong come limos jaguars rid highway promise land go promise land gosh promise land yeah promise land promise land picture porsche basquiat portraits pinky ring realistic princesses heiresses bunch kings queen plus picture fortunes kid portauprince powerless allow slip vision promise land fashion like manhattan saks rodeo relax pop label promise land fables truth tell hole nose proof imagine contraption world black future happen days hundredfoot wave come crash hash pound pass watch flood stop apocalypse synopsis catastrophic satellite cause earthquakes survive honestly sign time time hand work gosh promise land talk bout promise land gosh promise land promise land promise land promise land plenty land lose food share cause civilization promise land answer promise land promise land go promise land work promise land
dennis brown,too hot,1983,reggae,city clerk suburb know tram train morn walk till busy brain labor office walk home tramp waste time strife lawn trim cloud domestic life go early come late distress little wife wise declare state tram scheme redhot advocate realise dream daily tram content supreme cost halfacrown week fare time save mean live pinch slave suburban happiness crave little wife begin bless tram grieve meagre dole weekly sixpence employer kindly soul learn tramcar luxury promptly toll send say contrive come tram bless vicinity deem wise state idleness beget wrong sleep late contrive tram trim lawn tender care rent baker little wife vow unfair bow relentless fate smile sew work share landlord write state tram improve property raise rent date shill weekly equitable rise consider tram write profit oaths women sigh sacred right wealth fount landlord recognise poor clerk live extra hour slavery swell employer bank account wealthy boss thank save money landlord smile contentedly tram gaily sight sadly note plod daily
the supervillains,drinkin' tonight,2011,reggae,drinkin tonight gonna drinkin tonight girl wrong like movin doin away cause like stupid game play stop wastin time guilty crime goin downtown lose mind tonight know girl gonna drive drinkin drinkin tonight gonna drinkin tonight drinkin tonight gonna drinkin tonight tequila time feelin fine long line double fist drinkin drinkin drinkin yack night like jager bomb time corona lime party night close time know girl gonna drive drinkin drinkin tonight gonna drinkin tonight drinkin tonight gonna drinkin tonight remember mornin remember head hurt misplace shirt flip flop brain work gotta learn mistake penis draw face know shake gonna drinkin tonight gonna drinkin tonight drinkin tonight gonna drinkin tonight
jimmy cliff,where there is love,1982,reggae,superstar police right walk light darkest night fear take life gloom grow like know unity come naturally fear take long wrong envy kind understand brethren give away confusion solutions illusions fear take
luciano,how can you,1996,reggae,ungrateful unruly know control destiny star work wind speak majesty wonderful feel ordain leave peace hate live like fight everyday live father give life live appreciate live hatred grudge ordain live peace hate live like fight everyday live father
kbong,hold on,2014,reggae,hold stay strong time rough free mind matter time hold stay strong time rough free mind matter time time time time time time time time time boundaries move move remember heart get closer circle keep spin line begin blur life feel like rollercoaster keep get faster hold stay strong time rough free mind matter time hold stay strong time rough free mind matter time time time time time time time time time time wish stay push forward past like maze feel lose hand know stand hold stay strong time rough free mind matter time hold stay strong time rough free mind matter time time time time time time time time time
dispatch,the general (live),2001,reggae,decorate general heart gold liken stories tell past battle lose legends season veteran time battlefield gain respectable fame medals bravery strip grow beard soon cover scar face urge great battle infantry dream general toss sleep wrestle mean awake night tell see walk slowly tent hold tall chests courage blood stare morning wonder fare till general tell home say see discover fight fight see mother follow go shower shine shoe time lose young live yeah shower shine shoe time lose young live forgive stand fast gun shoulder know contradict order general say duty extend please move eye gaze straight ahead till step word say general leave word echo head prepare fight say see discover fight fight see mother follow go shower shine shoe time lose young live yeah shower shine shoe time lose young live forgive forgive forgive forgive forgive forgive forgive forgive forgive forgive
311,jackpot,2009,reggae,everybody jump jackpot split shoot line doin fine snapper bounty bless guess best come come fuck block come drop think strange sing carry derange like begone touch wand guide guardian jackpot endless come undo move nomad girls boys know noise treasure soul aren psychedelic room know critical difficult analytical fill rope hang come rangoon right time know crack coconut twist lime know roll like seminole warrior pass tales like write story everybody jump chance odds enhance wild card throw place amaze jackpot people whoaoh jackpot lemme hear whoaoh jackpot whoaoh give spot whoaoh jackpot lotto dice roll path tread pave bar gold buy sweatin stage stage dance wouldn change thing pinnacle reach know possible overcome obstacles right time know crack coconut twist lime know roll like seminole warrior pass tales like write story reside coast midwest like fuck rest enter contest elevenest everybody jump chance odds enhance wild card throw place amaze chance odds enhance wild card throw place amaze jackpot people whoaoh jackpot lemme hear whoaoh jackpot whoaoh give spot whoaoh death dismay truth
burning spear,african teacher,1994,reggae,teach teach teach teach teacher teach amharic teacher teach teach teach teach teacher teach african teacher late early absent present bench like bright bright bright bright bright bright bright bright african teach culture teach teach teach teach teacher teach amharic teacher admit school finish reach soil africa teach african teachers teach african teachers teach teach teach teach teacher teach amharic teacher teach teach teach teach teacher teach amharic teacher right teach amharic like teach african african teacher right like bright bright bright bright brighter bright bright bright bright bright bright like teach african teacher teacher teach amharic teacher right teacher amharic teacher african teacher teach amharic teacher teach like bright bright
bob marley & the wailers,is this love dub,2010,reggae,quantanium switch little govi govi city hehe yeah gyal squeeze titty lawd gyal bubble dicky bend sure yeah bitch know freak cause single week wanna bring friend girls short girls tall girls indian short curl mean fuck friend small world hennessy calm nerve gyal want like hors oeuvre waitress ready order club tonight tonight vybz hors oeuvre get fuck fuck tonight cup fund gun fuck want shut fuck tonight get fuck fuck tonight cup gun fund fuck want shut fuck job know ramp gyal affi pretty like bank account yeah strike force monsters stop drop haha response south bwoy fling thump gangster mouth breezy smell like granpa goat touch street gyal bruk shorday ready party yeah roll benz bare gyal like cardi money nuff champagne hennessy bacardi spliff club tonight tonight vybz tonight get fuck fuck tonight cup fund gun fuck want shut fuck tonight get fuck fuck tonight cup gun fund fuck want shut fuck quantanium yeah quantanium yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah tonight get fuck fuck fuck tight pussy gyal fuck hahahahaha humans monsters know
konshens,on your face,2012,reggae,time time gyal gyal gyal gyal girl face body ball fuck worst wine self dash hole turn stick music sweet ball horny bumbo whisper ears like burger combo gyal body body bumbo pussy rass cloth body bring lock meck party saturday gyal heart cold like body time haffi wire gyal allot boom boom boom boom rapid gyal dance lambada rope rould hand like shambaler people watch like carder need lock like wader likkle skirt likkle short meck waan pervert thoughts look face haffi
sensi trails,she love,2019,reggae,moments whats baby lemme lullabyput sleepevery nightlemme work body rightthe time right climb inside goin hahadamn girl breather room feversee passion room nothin tune tune pleasinggirl know like excitingway nibble drop oooh ride boiii break whip creamwe bout react favorite dreamthis real life makin thingsi stop hear screamsopen legs goin dive face baby lick crazy hollerinkitty straight water think need orderha body like theres leave order ordevbs probably entrée morningsoarin horizon float sky thankful surprise thatmy money multiplyin plannin payin advise concept days feelin like monster family texas await departureshe tell lovely optiondiscussin alternatives cause problemmind gono breakin scheduleim sorry darling plan forever stonebreakin free city start live tire limitations break glass ceilingoh damn damn damnain concept livin moment long think pause itthey sense common ignorance vomitim literally bout boost vocabulary moments currently comatose imperative uapparently moment closin second reckon bout wreck wreckage stressin like better growin moment content witha track mannerthats handle trail tribulations debate like damn
wayne wonder,slowly but surely,2003,reggae,slowly surely slowly surely walk away desperate taint catch maze crazy crazy think good think real think wasn know slowly surely walk away selfserving undeserving constantly hurt desert say say say slowly surely walk away confuse misuse abuse slowly surely walk away self serve undeserving constantly hurt know know know know know slowly surely walk away desperate daze catch maze crazy craze think good think real think wasn know slowly surely walk away walk away slowly surely walk away lonely surely step time surely pass aside lonely surely walk away slowly surely walk away desperating catch maze crazy crazy crazy slowly surely walk away slowly surely walk away slowly surely walk away slowly surely walk away slowly surely walk away slowly surely slowly surely
planta e raiz,oh chuva,2012,reggae,aaaaaaaaaaah yeah fall chaos star depths pain darkness suffer move place inside understand bleed capture spirit death loosen grip protect hell burn inside hell hell bring light darkness awaken stir reveal true intentions hell free free hell lead darkness strengthen protect voice make sound suffer bleed pull hell free free protect hell burn inside hell free hell hell
slim smith,precious love,1979,reggae,basics basics play game diamonds bright like ray ray shin comme garçon comme mama want lookin shut club wanna stay tell toughh tell tough basics shake currency cash band bone think come mercury woooo smoke strong swear think herca say basics want latest mansion lovin truckload basics overdose like stripper pole ride stop like interval diamonds white like drip lookin icey stay celebrity separate entity separate entity basics free race lead feelin jealousy jealousy energyyyyy cheese cause smokin hang block recruitment oversee cause niggas jokin slaat slaat slaat slaat slime slither flood neck piece white like lotion sliiiiiiiime wanna come like enemy fuck motion slaat slaat slaat slaat stop city clothe drip get rain store splash come floor floor get flow get flow gunna thugga basics life life business sell sell basic cold cold neck wrist freeze swerve lanes doin road skrr skrr wanna saint saint laurenttt wanna backend month backend monthhh pateks pateks baguettes baguettes bust basics live live prechorus outro
terry linen,my love is your love,1999,reggae,live okay live alright live okay tomorrow judgment stand frontline lord ask life spend live okay live alright worl destruction poverty feel like wanna home okay come live okay live alright eternity break star hold eternity break star hold live okay live alright live okay lose fame change homeless street sleep grand central station okay sleep live okay live alright years pass years pass stay young matter okay long baby live okay live alright eternity break star hold eternity break star hold cause earth weren mean stay matter people wait judgment yeah eternity break star hold eternity break star hold
hale,here tonight,2005,reggae,long afraid away know okay time need tonight need inside need tonight need tonight mind late hold maybe short dumb fault feel know wrongso wrong cause need tonight need inside need tonight need need need need inside need need need
sublime,s.t.p.,1998,reggae,need look pull sound flava flav say somethin want burn liquor store grind leave cause surely wind dead cause know wait watch yellow wooden baseball shiny silver homie need look pull sound slip send vargas regrip wrenchin ride secret hide lot stuff like relax design brand tattoo playin crossword puzzle book learnin cook see little whore say steal clean go kill fuckin ditch outta outta outta outta secret cause know talkin makin hard live cause want money want money secret tweaker hottest dope spot nice easy want sheriff breakin door raid cause need look pull sound baby wanna kiss sweet night repeat baby wanna leave taste worse
lee perry & the upsetters,dread locks,1974,reggae,congo dread congo congo natt natt natt yeah curly lock dreadlocks daddy want deal alright curly lock dreadlocks mammy want deal shin breeze ablowing inside lot true curly lock roads choice like know curly lock father poacher want deal baldhead congo dread live rastaman lot alright thank thank letter feel better teetahtoe gonna curly lock roads pick choice curly lock roads pick pick pick choice curly lock father poacher bongo bongo bongo dread dread dread dread yeah congo bongo
aswad,love fire,1983,reggae,pray thee thing heart kindle heart hearts take chance know burn receive return emptiness bring tear eye tell time burn force say light heart hearts drown tear cling memory hopelessly clutch yesterday properties murder tear eye tear eye feel feel soul know kindle heart hearts chance know burn receive return happiness bring world tell burn force life heart hearts drown tear hold dwindle profit yesteryear murder cause tear tell tear eye hearts feel feel soul burn bright friend know spark turn flame burn bright send warn burn
creation rebel,love i can feel,1982,reggae,sinners prophecy revelation destiny dream dream sell brother annihilation foretell remember ancient time ride judgement come world gonna blow heart soul twilight believe tomorrow sink sorrow judgement finally come world know begin eye world closin forever judgement come help tell mother earth go wrong heart remember begin desert twilight dead go heal feel want undo save live hell wanna know tale help hear world know begin eye world closin forever judgement come help gods creation finally dead go revelation judgement come forevermore stand final fury begin come guardians monsters earth live away forever curse keepers darkness world surrender evil birth clear blue ease pain guardians monsters earth lead temptation save revelations stand stand stand inside head hear hear hear little word holy father wing wish forever free yeah world know eye world closin forever judgement come help sinners prophecy revelations destiny sleep dream dream sell brothers world slowly get cold
horace andy,please don't go,1972,reggae,night pray dream lover come girl hold arm know magic charm cause want girl want dream lover dream dream lover true hand hold feel near grow cause want girl want dream lover dream someday know hear plea know bring dream lover sleep dream thing till lover dream come true cause want girl want dream lover dream dream lover sleep dream thing till lover dream come true cause want girl want dream lover dream dream dream wanna dream
big mountain,time has come,1994,reggae,time come test mankind live better reach crucial time dicker differences fee pain retain positive follow gods message remember time go peace rule remember mighty word gods messengers messagers generation precious sign visitation messengers generation precious sign visitation brother work hard light arrogant disregard love advice remember time go peace rule remember mighty word listen word scriptures inside conscience open wide fightin return messagers generation precious sign visitation messengers generation precious sign visitation stilll time stop sufferin stop slaughter innocent children peace gaza peace bosnia believers time great sufferin
dirty heads,horsefly,2019,reggae,say life live know things passionate sound real adamant shit come sentiment try losses horse race track track offense say yeah yeah dream speak cross list feel like feel like thousand reason feel good right good right feel like feel like thousand reason feel good right good right know cause wanna condolences follow path long path hard apologies need repeat know cause heart feel revel revel revel second devil devil devil inside head go away people style tell real shit fake feel like feel like thousand reason feel good right good right feel like feel like thousand reason feel good right good right feel like feel like thousand reason feel good right good right feel like feel like thousand reason feel good right good right feel like feel like thousand reason feel good right good right feel like feel like thousand reason feel good right good right
ub40,sing our own song,1986,reggae,great flood tear cry brothers sisters die years wash away fear strengthen pride turn tide longer hear command seize control hand flame anger pain feel shame fight right free build society sing sing sing song ancient drum rhythms ring voice forefathers sing forward africa freedom come amandla awethu fight right free build society sing sing sing song fight right free build society sing sing sing song fight right free build society sing sing sing song fight right free build society sing sing sing song fight right free build society sing sing sing song fight right free
ziggy marley & the melody makers,have you ever been to hell,1988,reggae,heat soul heat soul heat soul guiltiness lord knowsguilty ones hell hell hell hell guilty ones hell hell hell hell know vanity inhumanity cry guilty sayin gonna save soul poor guity tell hell hell blasphemers hell hell hell murderers hell guilty ones hell hell know try like try ditch remember earth conquer bone switch hell hell guilty hell liars hell pushers hell souldds buy sell cause woes strain end sister wish like duppy hell guilty ones hell murderers hell souls hell tell hell hell hell hell hell gonna soul souls heed warn satan hell hell hell guilty ones murderers notch say
